team,player,pos,value [m],xV GW1 [k],xV GW1-3 [k],xV GW1-5 [k],xV seas [k],xP%gebyr_GW_1-3 [k],xP_GW_1-3 [k],xG_GW_1-3,xGI_GW_1-3,xP_GW1 [k],xV GW1 [k],xP%gebyr_GW1 [k],xG_GW1,xGI_GW1,xP%gebyr_GW_1-5 [k],xP_GW_1-5 [k],xG_GW_1-5,xGI_GW_1-5,xP_GW_all [k],xG_GW_all,xGI_GW_all,xP%gebyr_GW_all [k],sp_GW1,xGP,pop,xG%,xA%,game
SAS,A. Consigli,G,3.8,17.8,15.5,14.9,14.3,140.0,178.4,0.05,0.05,68.4,17.8,30.0,0.02,0.02,248.2,286.6,0.08,0.08,768.7,0.23,0.23,730.3,0.955,13.42,1.6,0.02,0.0,SA
SAS,G. Pegolo,G,3.0,-1.7,-1.7,-1.7,-1.7,-44.6,-15.0,0.0,0.0,-5.0,-1.7,-34.6,0.0,0.0,-54.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-99.6,0.0,0.0,0.06,0.02,0.0,SA
SAS,A. Russo,G,3.0,-1.7,-1.7,-1.7,-1.7,-44.6,-15.0,0.0,0.0,-5.0,-1.7,-34.6,0.0,0.0,-54.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-99.6,0.0,0.0,0.0,0.02,0.0,SA
SAS,G. Zacchi,G,2.5,-2.0,-2.0,-2.0,-2.0,-39.6,-15.0,0.0,0.0,-5.0,-2.0,-29.6,0.0,0.0,-49.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-94.6,0.0,0.0,0.23,0.02,0.0,SA
SAS,S. Vitale,G,2.5,-2.0,-2.0,-2.0,-2.0,-39.6,-15.0,0.0,0.0,-5.0,-2.0,-29.6,0.0,0.0,-49.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-94.6,0.0,0.0,0.18,0.02,0.0,SA
SAS,M. Erlic,F,3.2,17.3,12.9,11.2,9.4,92.3,124.4,0.15,0.3,55.7,17.3,23.6,0.07,0.13,148.4,180.5,0.22,0.44,423.8,0.54,1.13,391.7,0.91875,11.08,0.0,0.05,0.05,SA
SAS,G. Ferrari,F,2.7,5.5,2.7,3.1,3.4,-5.2,21.9,0.02,0.03,14.8,5.5,-12.3,0.02,0.02,15.4,42.5,0.04,0.05,130.7,0.13,0.17,103.6,0.15625,8.04,0.11,0.04,0.01,SA
SAS,Rogerio,F,2.6,15.1,13.6,12.4,11.1,78.9,104.6,0.07,0.32,39.0,15.1,13.2,0.04,0.11,134.4,160.2,0.1,0.48,400.8,0.24,1.27,375.1,0.689375,13.38,0.95,0.04,0.11,SA
SAS,J. Toljan,F,2.4,-0.4,-0.5,0.2,0.7,-27.3,-3.3,0.0,0.01,-0.9,-0.4,-24.9,0.0,0.0,-21.9,2.1,0.01,0.04,24.3,0.04,0.15,0.4,0.0,3.52,0.18,0.03,0.06,SA
SAS,R. Marchizza,F,2.2,9.0,2.7,3.3,3.7,-4.2,17.3,0.02,0.06,19.5,9.0,-2.1,0.02,0.05,13.8,35.4,0.04,0.11,111.6,0.1,0.36,90.0,0.36937499999999995,5.3,0.06,0.04,0.06,SA
SAS,R. Tressoldi,F,2.1,21.8,16.1,14.0,11.5,81.6,102.9,0.08,0.18,46.5,21.8,25.2,0.04,0.08,127.5,148.8,0.11,0.26,343.5,0.27,0.67,322.2,0.903125,11.11,5.9,0.03,0.04,SA
SAS,F. Romagna,F,2.0,-2.6,-2.6,-2.6,-2.6,-34.6,-15.0,0.0,0.0,-5.0,-2.6,-24.6,0.0,0.0,-44.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.6,0.0,0.0,0.0,0.05,0.04,SA
SAS,M. Muldur,F,2.0,-2.4,-2.4,-2.4,-2.4,-33.7,-14.2,0.0,0.0,-4.7,-2.4,-24.2,0.0,0.0,-43.2,-23.7,0.0,0.0,-66.5,0.0,0.0,-86.1,0.0,0.17,0.0,0.05,0.04,SA
SAS,D. Frattesi,M,4.2,13.8,10.8,9.6,8.7,94.6,136.9,0.46,0.73,58.3,13.8,16.0,0.19,0.29,161.5,203.8,0.69,1.12,514.3,1.81,2.96,472.0,0.934375,11.4,1.42,0.13,0.11,SA
SAS,N. Bajrami,M,3.7,19.6,15.6,13.7,12.1,138.2,175.6,0.62,0.99,73.3,19.6,35.9,0.25,0.39,218.8,256.2,0.91,1.47,632.4,2.34,3.8,595.0,0.934375,10.58,1.37,0.18,0.14,SA
SAS,M. Lopez,M,2.9,9.1,3.6,3.9,4.1,2.6,31.9,0.07,0.16,26.7,9.1,-2.7,0.05,0.11,27.7,57.1,0.11,0.28,170.1,0.32,0.87,140.7,0.506875,9.68,0.23,0.06,0.09,SA
SAS,N. Zortea,M,2.7,14.3,10.8,9.6,8.5,60.9,88.2,0.19,0.48,39.1,14.3,11.8,0.08,0.19,103.7,131.0,0.27,0.73,325.6,0.68,1.91,298.3,0.903125,12.22,0.64,0.06,0.12,SA
SAS,K. Thorstvedt,M,2.7,9.1,5.2,5.4,5.6,14.8,41.8,0.11,0.16,24.5,9.1,-2.5,0.06,0.09,45.5,72.5,0.19,0.29,212.1,0.59,0.91,185.2,0.1875,9.55,0.22,0.13,0.08,SA
SAS,A. Harroui,M,2.5,5.2,2.9,2.9,2.9,-3.3,21.8,0.07,0.12,13.2,5.2,-11.9,0.04,0.06,11.2,36.3,0.12,0.21,102.7,0.36,0.61,77.6,0.078125,5.36,0.0,0.16,0.14,SA
SAS,M. Henrique,M,2.4,15.3,12.2,11.3,10.5,64.6,88.8,0.24,0.4,37.0,15.3,12.9,0.1,0.15,112.8,137.0,0.36,0.61,356.2,0.95,1.6,332.0,0.840625,13.39,10.45,0.08,0.06,SA
SAS,P. Obiang Avomo,M,2.1,11.8,9.8,8.4,7.0,40.6,61.5,0.14,0.19,24.7,11.8,3.7,0.05,0.07,67.1,88.1,0.2,0.27,206.4,0.47,0.64,185.4,0.520625,11.16,0.28,0.06,0.02,SA
SAS,D. Berardi,A,6.2,1.2,1.1,1.7,2.4,-41.2,20.8,0.12,0.16,7.3,1.2,-54.8,0.03,0.04,-8.6,53.4,0.28,0.38,206.1,1.06,1.43,144.0,0.0,5.39,1.53,0.33,0.16,SA
SAS,A. Pinamonti,A,4.5,11.2,11.9,10.0,8.4,115.4,160.4,0.69,0.94,50.7,11.2,5.6,0.2,0.27,180.4,225.5,0.97,1.33,528.2,2.32,3.17,483.2,0.46312499999999995,10.4,0.06,0.25,0.12,SA
SAS,A. Lauriente,A,3.8,11.1,5.9,7.0,8.2,29.0,66.9,0.22,0.46,42.1,11.1,4.2,0.13,0.26,94.4,132.3,0.44,0.92,435.9,1.49,3.15,398.0,0.3525,10.84,0.34,0.19,0.28,SA
SAS,A. Alvarez,A,3.0,11.6,7.5,7.9,8.4,37.2,67.2,0.22,0.34,34.9,11.6,4.9,0.11,0.17,88.2,118.2,0.4,0.61,352.9,1.24,1.93,322.9,0.15625,11.07,0.06,0.23,0.17,SA
SAS,G. Defrel,A,2.7,18.8,17.0,15.2,13.6,111.5,138.7,0.5,0.83,51.1,18.8,23.9,0.17,0.27,179.1,206.3,0.74,1.23,518.3,1.88,3.15,491.1,0.58,12.73,0.99,0.17,0.14,SA
SAS,E. Ceide,A,2.5,7.8,4.8,5.0,5.1,11.1,35.7,0.09,0.11,19.1,7.8,-5.5,0.05,0.06,36.4,61.0,0.16,0.2,175.1,0.5,0.6,150.5,0.109375,9.14,0.0,0.13,0.03,SA
SAS,L. D'Andrea,A,2.5,-1.1,-1.3,-1.3,-1.3,-34.1,-9.6,0.01,0.02,-2.8,-1.1,-27.3,0.0,0.01,-40.7,-16.2,0.02,0.03,-46.0,0.05,0.07,-70.5,0.0,0.88,0.0,0.17,0.14,SA
SPE,B. Dragowski,G,3.3,13.9,9.3,9.9,9.4,58.5,91.0,0.0,0.01,45.1,13.9,12.6,0.0,0.0,129.2,161.7,0.0,0.03,430.0,0.0,0.08,397.4,0.955,13.5,0.4,0.0,0.0,SA
SPE,J. Zoet,G,3.0,-1.7,-1.7,-1.7,-1.7,-44.7,-14.9,0.0,0.0,-4.9,-1.7,-34.7,0.0,0.0,-54.6,-24.8,0.0,0.0,-69.4,0.0,0.0,-99.2,0.0,0.06,0.0,0.0,0.0,SA
SPE,P. Zovko,G,2.5,-2.0,-2.0,-2.0,-2.0,-39.7,-15.0,0.0,0.0,-5.0,-2.0,-29.7,0.0,0.0,-49.7,-25.0,0.0,0.0,-70.0,0.0,0.0,-94.7,0.0,0.0,0.12,0.0,0.0,SA
SPE,L. Dido,G,2.5,-2.0,-2.0,-2.0,-2.0,-39.6,-15.0,0.0,0.0,-5.0,-2.0,-29.6,0.0,0.0,-49.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-94.6,0.0,0.0,0.18,0.0,0.0,SA
SPE,F. Marchetti,G,2.4,-2.0,-2.0,-2.0,-2.0,-39.5,-15.0,0.0,0.0,-5.0,-2.0,-29.5,0.0,0.0,-49.5,-25.0,0.0,0.0,-70.0,0.0,0.0,-94.5,0.0,0.0,0.29,0.0,0.0,SA
SPE,E. Holm,F,2.6,0.6,-0.4,-0.1,0.6,-30.0,-3.5,0.01,0.03,1.6,0.6,-24.9,0.0,0.01,-28.1,-1.6,0.02,0.07,23.4,0.1,0.33,-3.1,0.0,5.63,0.29,0.05,0.14,SA
SPE,A. Reca,F,2.6,13.9,7.0,8.1,6.6,27.9,53.6,0.09,0.22,35.6,13.9,10.0,0.04,0.08,78.6,104.2,0.18,0.41,238.2,0.43,1.02,212.6,0.934375,11.82,0.06,0.04,0.06,SA
SPE,D. Nikolaou,F,2.5,11.6,5.0,5.9,4.7,12.5,37.9,0.04,0.08,29.4,11.6,4.0,0.01,0.03,49.8,75.1,0.07,0.15,166.7,0.17,0.38,141.3,0.934375,11.82,0.0,0.01,0.02,SA
SPE,E. Ampadu,F,2.5,12.6,5.7,6.8,6.0,18.1,43.4,0.06,0.19,32.0,12.6,6.6,0.02,0.07,61.4,86.8,0.12,0.36,212.1,0.3,0.94,186.7,0.934375,12.8,0.0,0.02,0.06,SA
SPE,P. Wisniewski,F,2.5,-0.2,-1.4,-1.6,-1.2,-35.3,-10.4,0.0,0.01,-0.4,-0.2,-25.3,0.0,0.01,-44.4,-19.6,0.01,0.01,-41.4,0.04,0.08,-66.2,0.109375,1.2,0.0,0.03,0.05,SA
SPE,M. Caldara,F,2.4,0.7,2.3,5.1,4.2,-7.8,16.7,0.07,0.1,1.6,0.7,-22.9,0.01,0.01,38.0,62.4,0.15,0.22,145.2,0.37,0.52,120.7,0.15625,9.21,0.0,0.04,0.01,SA
SPE,K. Amian,F,2.1,15.2,6.9,8.3,7.6,22.5,43.4,0.09,0.1,31.8,15.2,10.9,0.03,0.04,66.0,86.9,0.17,0.2,222.0,0.45,0.56,201.2,0.934375,13.28,0.35,0.03,0.0,SA
SPE,J. Moutinho,F,2.0,-2.5,-2.5,-2.5,-2.5,-34.9,-15.0,0.0,0.0,-5.0,-2.5,-24.9,0.0,0.0,-44.9,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.9,0.0,0.0,0.0,0.06,0.03,SA
SPE,S. Giorgeschi,F,2.0,-2.5,-2.5,-2.5,-2.5,-34.8,-15.0,0.0,0.0,-5.0,-2.5,-24.8,0.0,0.0,-44.8,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.8,0.0,0.0,0.0,0.03,0.01,SA
SPE,S. Ferrer,F,2.0,0.8,-1.1,-1.2,-1.1,-26.4,-6.7,0.01,0.01,1.5,0.8,-18.2,0.0,0.01,-31.6,-11.8,0.01,0.02,-29.9,0.03,0.08,-49.6,0.09375,3.28,0.0,0.02,0.04,SA
SPE,N. Bertola,F,2.0,-2.6,-2.6,-2.6,-2.6,-34.6,-15.0,0.0,0.0,-5.0,-2.6,-24.6,0.0,0.0,-44.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.6,0.0,0.0,0.0,0.03,0.04,SA
SPE,D. Verde,M,3.7,13.1,9.0,10.5,8.9,63.1,100.2,0.41,0.77,48.6,13.1,11.5,0.15,0.28,158.0,195.1,0.76,1.43,462.4,1.84,3.45,425.3,0.840625,12.59,0.29,0.17,0.2,SA
SPE,S. Bastoni,M,3.0,-0.9,-1.2,-1.1,-0.7,-41.1,-10.8,0.01,0.02,-2.7,-0.9,-32.9,0.0,0.01,-46.3,-16.1,0.02,0.05,-29.3,0.09,0.27,-59.5,0.0,2.01,0.0,0.09,0.25,SA
SPE,E. Gyasi,M,2.7,14.7,9.4,11.4,9.5,48.9,75.8,0.38,0.64,39.7,14.7,12.8,0.14,0.24,126.1,153.0,0.7,1.19,357.1,1.7,2.9,330.2,0.903125,11.58,1.34,0.15,0.14,SA
SPE,K. Agudelo,M,2.5,8.9,4.5,6.1,4.7,8.6,33.8,0.19,0.34,22.6,8.9,-2.7,0.07,0.12,51.2,76.4,0.34,0.63,164.8,0.81,1.5,139.5,0.85625,11.05,0.0,0.08,0.08,SA
SPE,M. Bourabia,M,2.5,7.5,2.8,4.0,3.1,-4.3,20.8,0.08,0.28,18.8,7.5,-6.3,0.03,0.11,25.5,50.6,0.16,0.53,109.8,0.38,1.31,84.7,0.934375,11.82,0.06,0.03,0.11,SA
SPE,S. Zurkowski,M,2.5,2.5,-0.1,-0.3,0.2,-26.1,-1.1,0.04,0.07,6.2,2.5,-18.8,0.03,0.06,-28.8,-3.7,0.06,0.12,8.1,0.26,0.47,-16.9,0.15625,2.86,0.0,0.16,0.18,SA
SPE,D. Maldini,M,2.4,7.4,3.0,3.4,4.3,-2.3,21.9,0.11,0.15,17.9,7.4,-6.2,0.06,0.08,17.3,41.4,0.2,0.27,146.7,0.71,0.97,122.5,0.125,8.57,0.0,0.23,0.11,SA
SPE,A. Ekdal,M,2.1,5.7,1.3,1.4,3.0,-12.5,8.1,0.04,0.12,11.7,5.7,-8.9,0.03,0.09,-6.6,14.0,0.06,0.21,86.9,0.28,0.94,66.2,0.62625,11.55,0.12,0.04,0.13,SA
SPE,L. Pedicillo,M,2.0,-2.5,-2.5,-2.5,-2.5,-34.8,-15.0,0.0,0.0,-5.0,-2.5,-24.8,0.0,0.0,-44.8,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.8,0.0,0.0,0.0,0.2,0.1,SA
SPE,P. Candelari,M,2.0,-2.5,-2.5,-2.5,-2.5,-34.8,-15.0,0.0,0.0,-5.0,-2.5,-24.8,0.0,0.0,-44.8,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.8,0.0,0.0,0.0,0.23,0.1,SA
SPE,V. Kovalenko,M,2.0,2.2,-0.4,-0.5,-0.1,-22.1,-2.4,0.01,0.03,4.2,2.2,-15.4,0.01,0.02,-24.2,-4.6,0.03,0.06,-2.3,0.1,0.24,-21.9,0.171875,5.17,0.0,0.04,0.07,SA
SPE,T. Cipot,M,2.0,-0.5,-1.9,-2.0,-1.4,-30.6,-10.9,0.01,0.02,-0.9,-0.5,-20.6,0.01,0.02,-39.3,-19.6,0.02,0.04,-39.0,0.12,0.24,-58.6,0.09375,1.03,0.0,0.12,0.16,SA
SPE,J. Sala,M,2.0,-1.8,-2.2,-2.1,-2.1,-32.2,-12.7,0.0,0.0,-3.6,-1.8,-23.1,0.0,0.0,-40.1,-20.5,0.0,0.01,-57.9,0.01,0.02,-77.4,0.0,1.05,0.0,0.05,0.05,SA
SPE,J. Beck,M,2.0,-2.6,-2.6,-2.6,-2.6,-34.6,-15.0,0.0,0.0,-5.0,-2.6,-24.6,0.0,0.0,-44.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.6,0.0,0.0,0.0,0.07,0.16,SA
SPE,S. Esposito,M,1.9,4.0,-0.4,-1.1,0.6,-21.2,-2.5,0.02,0.07,7.5,4.0,-11.2,0.02,0.07,-28.8,-10.1,0.03,0.12,15.3,0.2,0.71,-3.4,0.416875,4.59,0.18,0.05,0.16,SA
SPE,M. Nzola,A,4.7,13.1,9.3,11.0,9.6,84.1,130.9,0.8,1.02,61.2,13.1,14.4,0.31,0.39,209.9,256.7,1.49,1.91,632.4,3.67,4.71,585.5,0.903125,13.38,2.74,0.32,0.12,SA
SPE,R. Krollis,A,3.0,0.1,-1.1,-1.2,-0.7,-39.4,-9.7,0.02,0.03,0.3,0.1,-29.4,0.02,0.03,-47.3,-17.6,0.04,0.05,-27.5,0.23,0.31,-57.1,0.09375,1.03,0.0,0.23,0.1,SA
SPE,E. Shomurodov,A,2.9,2.1,-0.4,-0.5,1.0,-32.7,-3.4,0.04,0.07,6.3,2.1,-23.0,0.04,0.07,-36.2,-7.0,0.08,0.13,41.9,0.52,0.83,12.7,0.1875,2.67,0.06,0.21,0.18,SA
SPE,O. Stijepovic,A,2.0,-2.5,-2.5,-2.5,-2.5,-34.7,-15.0,0.0,0.0,-5.0,-2.5,-24.7,0.0,0.0,-44.7,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.7,0.0,0.0,0.0,0.24,0.1,SA
SPE,D. Zuppel,A,2.0,-2.6,-2.6,-2.6,-2.6,-34.6,-15.0,0.0,0.0,-5.0,-2.6,-24.6,0.0,0.0,-44.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.6,0.0,0.0,0.0,0.24,0.1,SA
TOR,V. Milinkovic-Savic,G,4.4,13.4,11.6,11.2,11.9,107.5,151.0,0.0,0.02,58.2,13.4,14.7,0.0,0.01,201.0,244.5,0.0,0.04,727.1,0.01,0.12,683.6,0.955,13.37,10.94,0.0,0.01,SA
TOR,E. Berisha,G,3.5,-1.4,-1.4,-1.4,-1.4,-49.6,-15.0,0.0,0.0,-5.0,-1.4,-39.6,0.0,0.0,-59.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-104.6,0.0,0.0,0.0,0.0,0.01,SA
TOR,L. Gemello,G,3.0,-1.7,-1.7,-1.7,-1.7,-44.6,-15.0,0.0,0.0,-5.0,-1.7,-34.6,0.0,0.0,-54.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-99.6,0.0,0.0,0.0,0.0,0.01,SA
TOR,M. Fiorenza,G,2.5,-2.0,-2.0,-2.0,-2.0,-39.6,-15.0,0.0,0.0,-5.0,-2.0,-29.6,0.0,0.0,-49.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-94.6,0.0,0.0,0.06,0.0,0.01,SA
TOR,S. Singo,F,3.3,14.9,10.0,9.4,10.5,66.0,98.9,0.16,0.3,49.0,14.9,16.1,0.07,0.13,121.0,153.9,0.26,0.49,482.0,0.82,1.57,449.1,0.934375,11.0,1.81,0.06,0.08,SA
TOR,M. Vojvoda,F,3.3,9.6,7.1,6.9,8.1,37.0,69.5,0.06,0.23,31.2,9.6,-1.4,0.02,0.09,79.7,112.2,0.11,0.4,369.6,0.36,1.3,337.0,0.44749999999999995,12.92,2.28,0.04,0.14,SA
TOR,A. Buongiorno,F,2.7,11.7,7.7,7.1,8.1,35.4,62.5,0.06,0.16,31.8,11.7,4.6,0.02,0.07,69.1,96.3,0.1,0.26,308.2,0.32,0.85,281.0,0.7812499999999999,9.65,0.52,0.03,0.07,SA
TOR,P. Schuurs,F,2.7,14.0,9.6,8.9,10.1,50.1,76.7,0.05,0.08,37.4,14.0,10.7,0.02,0.03,92.3,119.0,0.09,0.14,377.7,0.3,0.44,351.0,0.934375,12.09,3.8,0.02,0.01,SA
TOR,K. Djidji,F,2.6,14.6,10.2,9.5,10.9,54.1,80.5,0.06,0.15,38.6,14.6,12.2,0.02,0.06,99.5,125.9,0.1,0.26,403.6,0.33,0.84,377.3,0.91875,12.54,1.51,0.02,0.05,SA
TOR,O. Aina,F,2.6,11.3,7.3,6.8,7.7,31.5,57.7,0.06,0.17,29.6,11.3,3.4,0.03,0.07,62.6,88.8,0.1,0.28,281.2,0.33,0.89,255.0,0.58,9.16,0.88,0.04,0.09,SA
TOR,R. Rodriguez,F,2.6,4.2,5.2,5.7,7.5,14.9,40.9,0.02,0.09,11.0,4.2,-15.0,0.0,0.02,47.5,73.5,0.04,0.17,274.0,0.14,0.59,248.0,0.23125,10.61,7.67,0.01,0.07,SA
TOR,D. Zima,F,2.5,-0.6,-0.7,-0.6,-0.3,-30.5,-5.2,0.01,0.01,-1.6,-0.6,-26.9,0.0,0.0,-33.5,-8.1,0.01,0.01,-12.3,0.03,0.05,-37.6,0.0,2.63,0.35,0.03,0.02,SA
TOR,A. Gravillon,F,2.5,4.9,2.9,2.6,3.2,-3.4,21.3,0.02,0.05,12.1,4.9,-12.7,0.01,0.02,7.7,32.5,0.04,0.08,110.0,0.13,0.25,85.2,0.15625,7.47,0.0,0.04,0.05,SA
TOR,A. N'Guessan,F,2.0,-2.5,-2.5,-2.5,-2.5,-34.7,-15.0,0.0,0.0,-5.0,-2.5,-24.7,0.0,0.0,-44.7,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.7,0.0,0.0,0.0,0.03,0.05,SA
TOR,S. Wade,F,2.0,-2.6,-2.6,-2.6,-2.6,-34.6,-15.0,0.0,0.0,-5.0,-2.6,-24.6,0.0,0.0,-44.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.6,0.0,0.0,0.0,0.04,0.05,SA
TOR,A. Dembele,F,2.0,-2.6,-2.6,-2.6,-2.6,-34.6,-15.0,0.0,0.0,-5.0,-2.6,-24.6,0.0,0.0,-44.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.6,0.0,0.0,0.0,0.03,0.05,SA
TOR,A. Miranchuk,M,4.1,13.2,10.1,10.1,12.2,83.4,124.4,0.46,0.76,54.1,13.2,13.1,0.18,0.3,166.6,207.6,0.78,1.29,700.1,2.56,4.22,659.1,0.934375,13.07,9.22,0.17,0.16,SA
TOR,N. Vlasic,M,4.1,1.8,2.0,2.2,3.0,-16.9,24.1,0.08,0.14,7.3,1.8,-33.6,0.02,0.03,3.6,44.6,0.15,0.26,173.9,0.53,0.92,132.9,0.0,7.43,5.24,0.15,0.15,SA
TOR,V. Lazaro,M,3.1,-0.7,-0.6,-0.5,-0.2,-36.2,-5.7,0.01,0.03,-2.2,-0.7,-32.7,0.0,0.0,-38.8,-8.3,0.01,0.06,-9.4,0.05,0.22,-40.0,0.0,2.56,0.0,0.03,0.16,SA
TOR,N. Radonjic,M,3.0,5.0,4.3,4.5,5.8,8.7,38.7,0.13,0.2,14.9,5.0,-15.1,0.04,0.06,37.3,67.2,0.23,0.35,243.4,0.79,1.21,213.4,0.09375,8.88,3.31,0.17,0.13,SA
TOR,S. Ricci,M,2.7,1.1,1.1,1.2,2.0,-18.3,8.6,0.02,0.06,3.0,1.1,-23.9,0.0,0.01,-10.6,16.4,0.04,0.11,75.5,0.14,0.41,48.6,0.0,6.38,0.12,0.04,0.11,SA
TOR,K. Linetty,M,2.6,8.7,5.9,5.8,7.5,19.8,45.4,0.1,0.22,22.2,8.7,-3.4,0.04,0.08,49.0,74.7,0.17,0.38,270.0,0.55,1.25,244.3,0.658125,13.91,0.29,0.04,0.08,SA
TOR,I. Ilic,M,2.2,11.3,7.4,7.1,9.0,26.6,48.7,0.11,0.29,25.0,11.3,3.0,0.05,0.12,56.6,78.6,0.19,0.49,278.2,0.62,1.58,256.1,0.934375,11.97,0.68,0.04,0.1,SA
TOR,M. Adopo,M,2.0,6.9,4.7,4.7,6.2,8.6,28.9,0.09,0.25,14.1,6.9,-6.3,0.03,0.09,27.8,48.2,0.15,0.42,178.3,0.48,1.4,157.9,0.43187499999999995,7.43,3.47,0.06,0.17,SA
TOR,B. Bayeye,M,2.0,-2.5,-2.5,-2.5,-2.5,-34.6,-15.0,0.0,0.0,-5.0,-2.5,-24.6,0.0,0.0,-44.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.6,0.0,0.0,0.0,0.05,0.17,SA
TOR,R. Vieira,M,2.0,1.4,1.0,1.2,2.1,-13.5,6.1,0.02,0.04,2.7,1.4,-16.9,0.0,0.01,-8.1,11.4,0.04,0.07,57.5,0.15,0.25,37.9,0.0,6.14,0.12,0.05,0.05,SA
TOR,D. Weidmann,M,2.0,-2.6,-2.6,-2.6,-2.6,-34.6,-15.0,0.0,0.0,-5.0,-2.6,-24.6,0.0,0.0,-44.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.6,0.0,0.0,0.0,0.09,0.17,SA
TOR,G. Gineitis,M,1.9,-0.9,-1.3,-1.2,-1.0,-26.8,-7.3,0.02,0.05,-1.7,-0.9,-21.2,0.01,0.02,-31.6,-12.1,0.03,0.08,-26.2,0.11,0.27,-45.7,0.078125,1.09,0.35,0.08,0.18,SA
TOR,A. Sanabria,A,3.6,17.1,12.4,12.2,14.3,97.9,133.9,0.65,0.83,61.5,17.1,25.4,0.28,0.36,183.4,219.4,1.07,1.38,723.8,3.39,4.37,687.8,0.934375,13.49,5.7,0.27,0.11,SA
TOR,P. Pellegri,A,3.0,-0.3,-0.6,-0.6,-0.4,-34.6,-5.0,0.02,0.03,-0.8,-0.3,-30.4,0.01,0.01,-38.0,-8.5,0.04,0.04,-16.4,0.13,0.14,-46.0,0.0,1.92,0.0,0.23,0.04,SA
TOR,Y. Karamoh,A,2.8,13.4,10.4,10.5,13.0,59.6,87.5,0.41,0.64,37.5,13.4,9.6,0.16,0.24,119.5,147.5,0.7,1.09,508.1,2.29,3.59,480.2,0.68875,9.64,0.23,0.2,0.16,SA
TOR,D. Seck,A,2.6,10.5,7.3,7.2,8.6,30.5,56.0,0.2,0.31,26.7,10.5,1.2,0.08,0.13,65.8,91.3,0.34,0.52,308.3,1.08,1.67,282.8,0.416875,10.6,0.06,0.14,0.11,SA
TOR,S. Zaza,A,2.5,-2.0,-2.0,-2.0,-2.0,-39.6,-15.0,0.0,0.0,-5.0,-2.0,-29.6,0.0,0.0,-49.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-94.6,0.0,0.0,0.0,0.24,0.11,SA
UDI,M. Silvestri,G,4.2,7.7,9.9,11.1,11.4,82.5,124.2,0.0,0.01,31.9,7.7,-9.8,0.0,0.0,188.7,230.4,0.0,0.02,662.5,0.0,0.07,620.8,0.955,13.42,4.82,0.0,0.01,SA
UDI,D. Padelli,G,3.5,-1.4,-1.4,-1.4,-1.4,-49.6,-15.0,0.0,0.0,-5.0,-1.4,-39.6,0.0,0.0,-59.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-104.6,0.0,0.0,0.0,0.0,0.0,SA
UDI,E. Piana,G,3.0,-1.7,-1.7,-1.7,-1.7,-44.6,-15.0,0.0,0.0,-5.0,-1.7,-34.6,0.0,0.0,-54.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-99.6,0.0,0.0,0.0,0.0,0.0,SA
UDI,D. Udogie,F,4.8,4.2,6.6,8.5,8.5,47.8,96.3,0.2,0.51,20.5,4.2,-28.0,0.06,0.14,157.3,205.8,0.4,0.99,574.9,1.11,2.77,526.4,0.934375,11.4,1.53,0.07,0.16,SA
UDI,J. Bijol,F,3.2,2.3,5.1,7.1,7.1,17.4,49.9,0.06,0.07,7.5,2.3,-25.0,0.02,0.02,82.2,114.7,0.12,0.15,321.1,0.35,0.41,288.7,0.934375,11.4,0.42,0.02,0.01,SA
UDI,N. Perez,F,3.0,2.1,5.1,7.2,7.2,16.1,46.5,0.05,0.12,6.3,2.1,-24.1,0.01,0.03,79.4,109.8,0.1,0.24,306.2,0.27,0.67,275.9,0.903125,11.11,0.53,0.02,0.04,SA
UDI,R. Becao,F,3.0,2.5,5.7,7.8,7.8,21.0,51.1,0.05,0.16,7.7,2.5,-22.4,0.01,0.04,87.3,117.4,0.09,0.31,329.3,0.26,0.85,299.2,0.934375,11.4,1.29,0.02,0.06,SA
